404,180,311
405,181,312
406,180,313
407,180,313
408,185,311
409,185,310
410,184,310
411,184,310
412,184,310
413,184,310
414,184,310
415,182,310
416,182,310
417,182,310
418,182,311
419,181,310
420,184,313
421,184,312
422,184,312
423,184,312
424,183,312
425,183,312
426,183,312
427,183,312
428,183,313
429,181,313
430,181,313
431,181,314
432,185,311
433,184,310
434,183,310
435,183,310
436,183,310
437,182,310
438,181,310
439,181,310
440,181,310
441,180,310
442,180,310
443,180,310
444,185,311
445,184,311
446,183,310
447,183,309
448,183,309
449,183,309
450,182,309
451,182,309
452,182,310
453,182,310
454,181,309
455,181,309
456,182,309
457,181,309
458,180,309
459,179,309
460,179,309
461,179,309
462,179,309
463,179,309
464,178,310
465,179,310
466,179,310
467,178,311
468,182,310
469,182,310
470,181,310
471,181,310
472,182,309
473,182,310
474,181,310
475,181,310
476,182,310
477,181,310
478,181,310
479,180,310
480,184,308
481,184,307
482,183,308
483,182,308
484,182,308
485,182,308
486,181,309
487,181,310
488,181,310
489,181,310
490,181,310
491,181,311
492,183,310
493,182,309
494,182,309
495,182,309
496,181,310
497,181,310
498,181,310
499,181,310
500,180,310
501,180,310
502,180,310
503,180,310
504,181,309
505,182,308
506,181,308
507,181,308
508,181,309
509,181,309
510,181,309
511,180,309
512,180,309
513,179,310
514,178,311
515,177,312
516,183,308
517,183,308
518,182,308
519,182,308
520,182,308
521,182,308
522,180,308
523,179,308
524,178,308
525,178,308
526,178,308
527,178,308
528,182,308
529,182,309
530,182,309
531,182,309
532,181,310
533,180,310
534,180,310
535,179,311
536,177,312
537,176,313
538,175,314
539,174,316
540,178,312
541,178,311
542,177,310
543,177,309
544,177,309
545,178,308
546,178,308
547,177,309
548,176,309
549,176,310
550,176,310
551,175,311
552,177,310
553,176,309
554,175,309
555,173,309
556,172,310
557,171,310
558,170,311
559,170,311
560,170,311
561,170,311
562,170,312
563,170,312
564,174,306
565,174,306
566,174,306
567,174,306
568,174,306
569,174,306
570,174,306
571,174,306
572,174,306
573,173,306
574,173,307
575,173,307
576,174,308
577,173,309
578,173,310
579,173,310
580,173,310
581,173,310
582,172,310
583,172,311
584,173,312
585,173,313
586,173,314
587,173,314
588,173,306
589,173,307
590,173,307
591,173,307
592,173,307
593,173,307
594,173,307
595,173,307
596,173,308
597,173,309
598,173,310
599,173,311
600,175,307
601,175,307
602,176,308
603,176,308
604,176,308
605,176,310
606,176,311
607,177,312
608,177,314
609,178,316
610,179,315
611,179,315
612,183,310
613,184,309
614,184,309
615,184,309
616,184,309
617,184,309
618,184,310
619,184,310
620,184,310
621,184,310
622,184,310
623,182,310
