0,173,249
1,183,257
2,183,273
3,183,297
4,183,310
5,182,310
6,182,311
7,182,313
8,182,314
9,182,314
10,181,315
11,181,316
12,184,315
13,183,312
14,183,312
15,183,313
16,182,313
17,183,314
18,182,316
19,182,318
20,181,319
21,181,319
22,180,319
23,180,321
24,184,317
25,183,316
26,182,317
27,182,319
28,181,321
29,181,323
30,181,324
31,181,324
32,181,326
33,181,326
34,180,327
35,180,328
36,184,320
37,182,320
38,179,319
39,179,320
40,178,321
41,177,322
42,177,323
43,177,324
44,177,324
45,177,324
46,178,325
47,178,326
48,182,317
49,181,317
50,180,317
51,180,318
52,180,317
53,180,317
54,180,318
55,180,318
56,180,318
57,180,318
58,178,319
59,178,320
60,182,321
61,181,321
62,181,320
63,181,319
64,180,319
65,180,319
66,180,319
67,180,318
68,180,318
69,180,318
70,180,318
71,180,319
72,183,317
73,182,317
74,182,317
75,181,316
76,181,316
77,182,316
78,181,316
79,182,316
80,181,317
81,181,317
82,181,317
83,181,317
84,183,320
85,182,319
86,182,318
87,182,317
88,182,316
89,182,317
90,181,316
91,181,316
92,181,316
93,181,317
94,181,317
95,181,318
96,183,316
97,182,314
98,182,315
99,182,315
100,181,315
101,180,315
102,181,315
103,181,315
104,180,315
105,180,315
106,180,315
107,179,315
108,179,312
109,179,312
110,178,312
111,177,314
112,177,316
113,177,318
114,177,318
115,176,319
116,176,320
117,177,321
118,177,322
119,177,323
120,183,318
121,184,318
122,183,317
123,181,317
124,181,316
125,181,316
126,181,317
127,181,318
128,180,317
129,180,317
130,180,317
131,180,318
132,182,322
133,181,321
134,181,320
135,181,320
136,181,320
137,181,319
138,181,319
139,181,319
140,181,319
141,181,319
142,181,319
143,181,319
144,180,319
145,180,318
146,179,318
147,179,318
148,179,318
149,179,319
150,180,319
151,179,319
152,180,321
153,180,322
154,180,322
155,180,321
156,182,318
157,181,318
158,180,318
159,180,318
160,179,319
161,179,319
162,179,319
163,179,319
164,179,319
165,179,321
166,180,322
167,180,322
168,183,317
169,183,316
170,182,317
171,182,317
172,181,317
173,181,318
174,181,318
175,180,318
176,180,318
177,180,320
178,180,321
179,180,320
180,185,320
181,184,319
182,184,318
183,183,317
184,183,317
185,183,316
186,182,317
187,181,317
188,181,317
189,181,317
190,181,317
191,181,317
192,185,321
193,185,320
194,184,319
195,183,319
196,183,319
197,183,319
198,182,319
199,181,319
200,181,318
201,181,319
202,180,319
203,181,320
204,184,314
205,184,314
206,184,314
207,184,315
208,183,314
209,183,314
210,182,314
211,182,315
212,182,314
213,182,314
214,182,315
215,182,315
216,185,312
217,184,313
218,183,313
219,183,312
220,183,312
221,183,312
222,182,313
223,183,314
224,182,313
225,182,313
226,181,313
227,181,314
228,182,318
229,182,316
230,182,316
231,182,316
232,181,316
233,182,317
234,182,317
235,182,317
236,181,317
237,181,317
238,181,317
239,182,317
240,182,317
241,183,316
242,183,315
243,182,315
244,182,314
245,182,314
246,182,314
247,182,314
248,182,314
249,182,315
250,182,315
251,181,314
252,183,316
253,183,316
254,183,314
255,183,314
256,183,313
257,183,314
258,184,315
259,184,316
260,184,317
261,183,317
262,184,317
263,183,316
264,184,316
265,184,315
266,184,315
267,183,314
268,183,314
269,183,314
270,182,314
271,182,314
272,182,314
273,182,314
274,182,314
275,182,314
276,184,314
277,184,312
278,184,311
279,184,311
280,184,311
281,183,311
282,183,312
283,182,312
284,183,313
285,182,314
286,182,314
287,182,315
288,184,311
289,183,310
290,183,311
291,182,310
292,182,309
293,182,309
294,182,309
295,182,309
296,182,309
297,182,308
298,182,309
299,182,309
300,183,307
301,183,307
302,183,306
303,183,306
304,182,305
305,182,305
306,182,305
307,182,305
308,182,306
309,182,306
310,182,306
311,182,307
312,185,307
313,185,306
314,185,306
315,185,307
316,185,307
317,185,307
318,186,307
319,185,307
320,185,307
321,185,307
322,185,307
323,185,307
324,187,311
325,186,310
326,186,310
327,186,309
328,186,310
329,186,309
330,186,309
331,186,310
332,185,311
333,185,312
334,185,311
335,185,313
336,184,312
337,184,312
338,184,311
339,184,311
340,184,310
341,184,309
342,183,309
343,183,309
344,183,309
345,183,310
346,183,310
347,183,311
348,187,314
349,186,313
350,185,312
351,185,312
352,184,311
353,184,312
354,184,313
355,183,313
356,183,314
357,183,314
358,183,314
359,183,314
360,188,311
361,187,311
362,186,312
363,186,312
364,186,311
365,186,312
366,186,312
367,186,311
368,185,311
369,185,312
370,185,314
371,184,315
372,181,311
373,180,312
374,180,312
375,181,312
376,181,312
377,181,312
378,181,312
379,181,312
380,179,314
381,178,314
382,178,316
383,178,317
384,182,314
385,181,312
386,181,312
387,181,312
388,181,313
389,181,312
390,181,313
391,181,314
392,181,314
393,181,314
394,181,315
395,181,315
396,181,310
397,181,310
398,180,310
399,180,310
400,180,310
401,180,310
402,180,310
403,180,311
